generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1759874352-Rnmf6ddft3qz3MgkkL5h,2025-10-07 21:59:12.511,0.014965,,,,0,148273,346,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,3825,2338,,VSC3
gen-1759874351-kCNmqiMylrdu3EmQBmhm,2025-10-07 21:59:10.664,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1000,998,,VSC3
gen-1759874333-qgrpEi9o9lX6JCWJZQJ5,2025-10-07 21:58:53.659,0.016202,,,,0,145974,4013,4013,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,14278,3271,,VSC3
gen-1759874315-VlxE0qT5YZE5GBSqGE6F,2025-10-07 21:58:35.821,0.014899,,,,0,145974,755,644,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MALFORMED_FUNCTION_CALL,stop,16375,3106,,VSC3
gen-1759874313-RcLV8AKifx6FP9DnQoRx,2025-10-07 21:58:33.638,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,805,804,,VSC3
gen-1759874268-wIxfOg4hHKHdPrlzIH36,2025-10-07 21:57:48.759,0.029005,,,0,0,115137,221,0,qwen/qwen3-coder-480b-a35b-07-25,SiliconFlow,standard,false,true,,stop,stop,13337,28642,,VSC3
gen-1759874267-7I8A2bA6nHYMUM4QmZcm,2025-10-07 21:57:47.238,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,848,848,,VSC3
gen-1759874227-qR4J3YpJVPp2m1j236dX,2025-10-07 21:57:07.553,0.000101,,,,0,614,101,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1189,975,,VSC3
gen-1759874226-EGbQoXciG7mtLkN1y1he,2025-10-07 21:57:06.604,0.052465,,,0,0,114391,550,0,qwen/qwen3-coder-480b-a35b-07-25,Fireworks,standard,false,true,,tool_calls,tool_calls,30228,4758,,VSC3
gen-1759874225-H85tAckLTV0irJAHKXXE,2025-10-07 21:57:05.550,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1019,1018,,VSC3
gen-1759874209-nqyZXewpcLAoOcjfIWer,2025-10-07 21:56:49.415,0.000199,,,,0,759,309,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1184,636,,VSC3
gen-1759874207-BLisn4AAs6NfIcMUHV01,2025-10-07 21:56:47.901,0.025044,,,0,0,113664,40,0,qwen/qwen3-coder-480b-a35b-07-25,Chutes,standard,false,true,,tool_calls,tool_calls,520,10778,,VSC3
gen-1759874206-j1i0AiamzdRC1cfMUD8B,2025-10-07 21:56:46.413,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,661,661,,VSC3
gen-1759874201-uOS0MwERpWieH6YbCUXc,2025-10-07 21:56:41.948,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,658,657,,VSC3
gen-1759874201-mLpHGZgcAXzwMXDRbAMR,2025-10-07 21:56:41.015,0.032879,,,0,0,113106,66,0,qwen/qwen3-coder-480b-a35b-07-25,DeepInfra,standard,false,true,,stop,tool_calls,669,1981,,VSC3
gen-1759874200-utGN9C8yVWz9twC70Oef,2025-10-07 21:56:39.940,0.000097,,,,0,779,49,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,981,752,,VSC3
gen-1759874188-kcAxkS4ZFEkFjSEGwHHO,2025-10-07 21:56:28.467,0.043059,,,0,0,113021,73,0,qwen/qwen3-coder-480b-a35b-07-25,BaseTen,standard,false,true,,tool_calls,tool_calls,15,6855,,VSC3
gen-1759874187-cgNhlTlsSGjyd6ea9uHV,2025-10-07 21:56:27.132,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,877,875,,VSC3
gen-1759874185-FdaCr0Kic6zeBJuU11nl,2025-10-07 21:56:25.272,0.000062,,,,0,439,47,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,676,590,,VSC3
gen-1759874155-St303MKjNF0ZLPKNiHNq,2025-10-07 21:55:55.252,0.050935,,,0,0,112543,162,0,qwen/qwen3-coder-480b-a35b-07-25,Fireworks,standard,false,true,,tool_calls,tool_calls,7724,18189,,VSC3
gen-1759874154-qOcUJhwbIpPPhcdaIFsH,2025-10-07 21:55:54.063,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,526,526,,VSC3
gen-1759874151-V9rtKLnUzMGvgMxqy3HU,2025-10-07 21:55:51.485,0.000406,,,,0,2049,503,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1807,824,,VSC3
gen-1759874138-uU2V6tZ1KKimAtC5tPy5,2025-10-07 21:55:38.585,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,575,575,,VSC3
gen-1759874135-8ajGSv87cPDQgsrjDaWC,2025-10-07 21:55:35.527,0.024373,,,0,0,110426,84,0,qwen/qwen3-coder-480b-a35b-07-25,Chutes,standard,false,true,,tool_calls,tool_calls,1275,10488,,VSC3
gen-1759874129-HlZ8nQabYs9DxZCroESy,2025-10-07 21:55:29.607,0.030697,,,0,0,105587,64,0,qwen/qwen3-coder-480b-a35b-07-25,Novita,standard,false,true,,tool_calls,tool_calls,880,2029,,VSC3
gen-1759874128-c4ZvwPeD7ATdg7WcCLAI,2025-10-07 21:55:28.253,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,715,715,,VSC3
gen-1759874126-P9XWzu3OZ2W7RKdSZrMV,2025-10-07 21:55:26.321,0.000049,,,,0,383,29,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,962,821,,VSC3
gen-1759874104-wXtuPQypWBVJy3vap5dO,2025-10-07 21:55:04.163,0.032023,,,0,0,110090,81,0,qwen/qwen3-coder-480b-a35b-07-25,GMICloud,standard,false,true,,tool_calls,tool_calls,1167,15027,,VSC3
gen-1759874102-9PkesTiUo8gbsi9U8ayN,2025-10-07 21:55:02.622,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,888,884,,VSC3
gen-1759873999-cbEMixTsgw5cx3XuJW2s,2025-10-07 21:53:19.319,0.00007,,,,0,690,4,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,760,740,,VSC3
gen-1759873998-ALqzbgJ8xiFnuOeT2FDk,2025-10-07 21:53:18.288,0.00007,,,,0,693,4,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,675,642,,VSC3
gen-1759873991-By9Nz06wAOFRtAsXn1m3,2025-10-07 21:53:11.441,0.031948,,,0,0,109908,63,0,qwen/qwen3-coder-480b-a35b-07-25,DeepInfra,standard,false,true,,stop,tool_calls,15,5015,,VSC3
gen-1759873990-23etzrbey32B8b5nx0zE,2025-10-07 21:53:10.104,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,866,866,,VSC3
gen-1759873968-8IclZnaqSnXEbU023NkO,2025-10-07 21:52:48.916,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1048,1043,,VSC3
gen-1759873967-VyfRJryVW4dhazs8L694,2025-10-07 21:52:46.788,0.030573,,,0,0,105150,67,0,qwen/qwen3-coder-480b-a35b-07-25,Novita,standard,false,true,,tool_calls,tool_calls,969,16477,,VSC3
gen-1759873829-xW6quwx3yd8ukDMgSOzY,2025-10-07 21:50:29.806,0.026333,,,0,0,99934,4577,0,qwen/qwen3-coder-480b-a35b-07-25,Chutes,standard,false,true,,tool_calls,tool_calls,109001,24778,,VSC3
gen-1759873828-jlpmPtcV6sVYebshrsYE,2025-10-07 21:50:28.514,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1113,1113,,VSC3
gen-1759873805-2omHAIaCddd8aBDE5Nts,2025-10-07 21:50:05.173,0.02087,,,0,0,94639,53,0,qwen/qwen3-coder-480b-a35b-07-25,Chutes,standard,false,true,,tool_calls,tool_calls,1235,18291,,VSC3
gen-1759873801-qrpMyWdJHFrfa2ZRh1eT,2025-10-07 21:50:01.415,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,767,767,,VSC3
gen-1759873667-Gbo5aJC7K8PGFCssYylv,2025-10-07 21:47:47.930,0.033087,,,0,0,66128,11592,0,qwen/qwen3-coder-480b-a35b-07-25,DeepInfra,standard,false,true,,stop,tool_calls,112091,8242,,VSC3
gen-1759873667-OEh75keWomEdPEAI19CM,2025-10-07 21:47:47.018,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,701,701,,VSC3
gen-1759873590-LmJ48Hh7tlQY3W1WoQ4a,2025-10-07 21:46:30.490,0.029229,,,0,0,52749,6003,0,qwen/qwen3-coder-480b-a35b-07-25,BaseTen,standard,false,true,,tool_calls,tool_calls,70131,2122,,VSC3
gen-1759873430-5scLKu2J5cwoLSpRzxM8,2025-10-07 21:43:50.156,0.010884,,,0,0,49223,58,0,qwen/qwen3-coder-480b-a35b-07-25,Chutes,standard,false,true,,,,153601,5392,,VSC3
gen-1759873428-2ii1pKFdL4euqyvLHm7L,2025-10-07 21:43:48.583,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1049,1049,,VSC3
gen-1759873418-gnig2OF2KkievYf9QddV,2025-10-07 21:43:38.877,0.013854,,,0,0,34392,54,0,qwen/qwen3-coder-480b-a35b-07-25,Nebius,standard,false,true,,tool_calls,tool_calls,1702,4809,,VSC3
gen-1759873417-RMlVAyDkAHgsIo12mwZe,2025-10-07 21:43:37.902,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,922,922,,VSC3
gen-1759873416-dGJmUj8BADjKdJ6Kma4f,2025-10-07 21:43:36.559,0.000068,,,,0,460,56,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,739,616,,VSC3
gen-1759873415-KTi7W7NWksYEHC2HHZqm,2025-10-07 21:43:35.125,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1006,1006,,VSC3
gen-1759873413-nJ6cn8udk65vHtlft0tr,2025-10-07 21:43:32.936,0.007803,,,0,0,26572,81,0,qwen/qwen3-coder-480b-a35b-07-25,GMICloud,standard,false,true,,tool_calls,tool_calls,956,522,,VSC3
gen-1759873396-n6dDKBt3nYFTxqeeykyE,2025-10-07 21:43:16.625,0.007771,,,0,0,26330,113,0,qwen/qwen3-coder-480b-a35b-07-25,GMICloud,standard,false,true,,tool_calls,tool_calls,1220,2609,,VSC3
gen-1759873395-TgxT2Gyk5hqF0AcaaSbJ,2025-10-07 21:43:15.127,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,948,948,,VSC3
gen-1759873389-E0RWv4gm8isQjB4oZDZl,2025-10-07 21:43:09.879,0.014134,,,,0,140463,220,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,3368,3363,,VSC3
gen-1759873388-HyFFPmZds4Z5YiXm7ujr,2025-10-07 21:43:08.204,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,987,987,,VSC3
gen-1759873351-JY4UCqXOuafzlKxHOXAe,2025-10-07 21:42:31.877,0.005844,,,0,0,26346,51,0,qwen/qwen3-coder-480b-a35b-07-25,Chutes,standard,false,true,,stop,stop,12464,21853,,VSC3
gen-1759873350-N5vwyKSLYKrdUaraW6Yl,2025-10-07 21:42:30.572,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,831,831,,VSC3
gen-1759873341-h13QJt6NOVFMavRMUFNi,2025-10-07 21:42:21.257,0.014243,,,,0,138672,940,689,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,6669,3303,,VSC3
gen-1759873340-wJVoe7jLv68ArMXRM1OX,2025-10-07 21:42:20.397,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1195,1193,,VSC3
gen-1759873339-1XHurVFKqXXDnyBs9m8l,2025-10-07 21:42:18.758,0.000016,,,,0,93,17,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,641,574,,VSC3
gen-1759873191-QROcQssjiYuD07BXsOR8,2025-10-07 21:39:51.157,0.017322,,,,0,127127,11525,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,40781,3053,,VSC3
gen-1759873190-DLbHyROrUD3wl3NfDEty,2025-10-07 21:39:49.994,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,828,826,,VSC3
gen-1759873169-RTdIdDJ4JsEv2baVyOp9,2025-10-07 21:39:29.940,0.005847,,,0,0,26470,25,0,qwen/qwen3-coder-480b-a35b-07-25,Chutes,standard,false,true,,stop,stop,375,17705,,VSC3
gen-1759873169-UOcRiqJJDsz9aNcNnxOH,2025-10-07 21:39:29.073,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,796,796,,VSC3
gen-1759873165-FeMgEe7YWsJLqGO8Qyu8,2025-10-07 21:39:25.676,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,816,816,,VSC3
gen-1759873163-ItUAscwvUwF0s4WFYYuO,2025-10-07 21:39:23.959,0.012819,,,,0,126704,373,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,2875,2875,,VSC3
gen-1759873162-mgDtzswRKxyFHxYzVusZ,2025-10-07 21:39:21.889,0.000015,,,,0,73,20,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1124,1100,,VSC3
gen-1759873103-ATQjurLjq16Lz21Nb5r5,2025-10-07 21:38:23.270,0.012574,,,,0,125117,156,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2893,2234,,VSC3
gen-1759873101-xEkZIILRR9iGvc2z4dG7,2025-10-07 21:38:21.629,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,989,989,,VSC3
gen-1759873100-DOyPCZyGq6gq5oQ8aLP6,2025-10-07 21:38:19.888,0.000015,,,,0,73,20,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,650,603,,VSC3
gen-1759873058-BWd6wom7aAvEektDt9SD,2025-10-07 21:37:38.854,0.012574,,,,0,124891,213,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2532,1850,,VSC3
gen-1759873056-NTqwbjIXeHklS9VRE4fq,2025-10-07 21:37:36.535,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,819,819,,VSC3
gen-1759873054-yY9zEPWQ0I573rAdXqz5,2025-10-07 21:37:34.531,0.000317,,,,0,1146,508,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1771,725,,VSC3
gen-1759873041-Cgtfs02UsZvmaXmMId0D,2025-10-07 21:37:21.256,0.01273,,,,0,123893,854,731,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,4406,2264,,VSC3
gen-1759873039-L1972dWIO2ru1BaqvaSJ,2025-10-07 21:37:19.454,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,879,879,,VSC3
gen-1759873037-IrKOV7Ni8cWvfZ2o7teJ,2025-10-07 21:37:16.831,0.000034,,,,0,280,17,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,753,690,,VSC3
gen-1759872917-C7tKEsUnW3Lv0qwkIzWW,2025-10-07 21:35:17.518,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,812,810,,VSC3
gen-1759872915-hTcnLgj3fFppvyryTaGs,2025-10-07 21:35:15.866,0.012585,,,,0,123626,557,499,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,3847,2233,,VSC3
gen-1759872914-lFWUZReT5nRRDQ2wBHXz,2025-10-07 21:35:14.675,0.000081,,,,0,729,21,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,739,659,,VSC3
gen-1759872855-8B7VP8r58OvSBf3j1yRZ,2025-10-07 21:34:15.521,0.012373,,,,0,122712,256,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2570,1547,,VSC3
gen-1759872854-nL0syFNlAXKh9e1BveTy,2025-10-07 21:34:14.003,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,975,834,,VSC3
gen-1759872841-QTmMZ5OdTcKN24jUE0n9,2025-10-07 21:34:01.652,0.013075,,,,0,120471,2571,377,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,9774,2782,,VSC3
gen-1759872840-ggsJHEOdEssIkUQkNQeh,2025-10-07 21:34:00.544,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1042,1042,,VSC3
gen-1759872828-fzzQbI4rLqEWBdHEfzKX,2025-10-07 21:33:48.532,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,874,874,,VSC3
gen-1759872826-Goy6t0iRDk8YPtKJpmOi,2025-10-07 21:33:46.411,0.020968,,,0,0,95067,57,0,qwen/qwen3-coder-480b-a35b-07-25,Chutes,standard,false,true,,stop,stop,1409,10219,,VSC3
gen-1759872731-sv3wz5uJ9idy8xd3SS90,2025-10-07 21:32:11.849,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,908,908,,VSC3
gen-1759872729-Bwj1jVniLOSRvcxx7NGI,2025-10-07 21:32:09.394,0.033506,,,0,0,65032,12206,0,qwen/qwen3-coder-480b-a35b-07-25,DeepInfra,standard,false,true,,stop,tool_calls,0,95060,,VSC3
gen-1759872719-Oep3a3k8VQ3r3k4RCQQe,2025-10-07 21:31:59.544,0.012377,,,0,0,42527,37,0,qwen/qwen3-coder-480b-a35b-07-25,Novita,standard,false,true,,tool_calls,tool_calls,299,7132,,VSC3
gen-1759872717-QXZFkYH0PlBilMZlTZ5l,2025-10-07 21:31:57.036,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,615,611,,VSC3
gen-1759872681-fV1vb9lJKjil6TN1oOVo,2025-10-07 21:31:21.210,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,641,641,,VSC3
gen-1759872679-HKgtbC5YBrrkpQE9LBjY,2025-10-07 21:31:19.374,0.016654,,,0,0,33682,5739,0,qwen/qwen3-coder-480b-a35b-07-25,DeepInfra,standard,false,true,,stop,tool_calls,0,34066,,VSC3
gen-1759872664-9iIr6uuWyuEz6jK33m3n,2025-10-07 21:31:04.879,0.01066,,,0,0,26488,36,0,qwen/qwen3-coder-480b-a35b-07-25,Nebius,standard,false,true,,tool_calls,tool_calls,5485,6914,,VSC3
gen-1759872662-AYspSKvEa2FNgRCuT9H7,2025-10-07 21:31:02.923,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,858,856,,VSC3
gen-1759872661-aJ2UnK71b16ph2qTcnlz,2025-10-07 21:31:01.240,0.000065,,,,0,432,56,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,986,893,,VSC3
gen-1759872648-CJ8KMKMDKRSOQdcAyiN0,2025-10-07 21:30:48.670,0.012148,,,0,0,26660,84,0,qwen/qwen3-coder-480b-a35b-07-25,Fireworks,standard,false,true,,tool_calls,tool_calls,1345,3245,,VSC3
gen-1759872646-2SSwTMQdBedm6eb8EjBC,2025-10-07 21:30:46.781,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,922,922,,VSC3
gen-1759872641-HBI355aXso4YnyxmXWh4,2025-10-07 21:30:41.307,0.012026,,,,0,118258,501,318,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,3261,2081,,VSC3
gen-1759872640-RUDP84eO7YHTv0DsmTc8,2025-10-07 21:30:40.275,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,909,909,,VSC3
gen-1759872639-0iCM59dKyHyLUlEXf7UG,2025-10-07 21:30:38.749,0.000015,,,,0,78,20,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,572,513,,VSC3
gen-1759872545-baAiBoPAhQZvvlwVZjBI,2025-10-07 21:29:05.585,0.011854,,,,0,118152,99,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1593,1042,,VSC3
gen-1759872544-n7zjqGHec3GNdtOkryzW,2025-10-07 21:29:03.959,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,544,544,,VSC3
gen-1759872528-Ssljn3TQdfdOWZB12kJ3,2025-10-07 21:28:48.453,0.012903,,,,0,115875,3290,1059,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,12599,2697,,VSC3
gen-1759872526-h95Z7gGqgYmiEavYwt38,2025-10-07 21:28:46.495,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,693,693,,VSC3
gen-1759872524-7UwblXPYiQz81UrbJb6t,2025-10-07 21:28:44.380,0.000015,,,,0,73,20,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,905,765,,VSC3
gen-1759872465-916zUmUy804HkCFMcch6,2025-10-07 21:27:45.409,0.01163,,,,0,115728,145,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1855,1290,,VSC3
gen-1759872464-MBYcefvkGEtc0i9S00Pg,2025-10-07 21:27:44.250,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,664,664,,VSC3
gen-1759872454-U83K4vzqYYRUCfLvMVCp,2025-10-07 21:27:34.793,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,686,686,,VSC3
gen-1759872453-Elbom9fJ6fag7aaUYUhu,2025-10-07 21:27:33.071,0.01208,,,,0,113977,1707,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,7534,2425,,VSC3
gen-1759872450-cFBmGJ2x3j5mXatPXsfP,2025-10-07 21:27:30.854,0.00004,,,,0,288,29,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,806,731,,VSC3
gen-1759872445-96q7ZcIHq4L3YTne3lwz,2025-10-07 21:27:25.330,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,697,697,,VSC3
gen-1759872444-EYmoEatf5delgbVUc3AO,2025-10-07 21:27:23.814,0.011528,,,,0,113503,446,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,3179,1278,,VSC3
gen-1759872418-9064Nw5Akjc3iwUcHe8g,2025-10-07 21:26:58.487,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,871,871,,VSC3
gen-1759872417-NcKCKjsACfTcJJcJUFtG,2025-10-07 21:26:57.052,0.013928,,,,0,111233,7012,4787,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,21351,1903,,VSC3
gen-1759872407-cE2RT21oTUsxxnfMFnBq,2025-10-07 21:26:47.522,0.011841,,,,0,110895,1881,1591,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,6903,2004,,VSC3
gen-1759872406-rKIUSq8vlOQ0oDBjg78E,2025-10-07 21:26:45.801,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,518,518,,VSC3
gen-1759872391-gZTNM8nOaRPBCGI61uxc,2025-10-07 21:26:31.579,0.012183,,,,0,110739,2774,2662,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,10399,2267,,VSC3
gen-1759872390-XBV3Tn4gP95mPTllGTr8,2025-10-07 21:26:30.372,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,908,906,,VSC3
gen-1759872367-nOnMRWyFFpFfpu6Xjf8l,2025-10-07 21:26:07.532,0.017953,,,,0,164426,3776,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,15764,2736,,VSC3
gen-1759872339-u92rkWVySJwLh5JzktwL,2025-10-07 21:25:39.402,0.02101,,,,0,174447,8915,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,25552,2314,,VSC3
gen-1759872337-UXxKyjmKVcAM3F8tLzFe,2025-10-07 21:25:37.777,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,754,752,,VSC3
