generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1759828514-G93vGaWA4SfBfpaPno5E,2025-10-07 09:15:14.355,0.000039,,,,0,283,29,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,758,701,,VSC3
gen-1759828392-2ZD0dxaW43SZVODk9MqI,2025-10-07 09:13:12.774,0.000067,,,,0,671,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,859,859,,VSC3
gen-1759828391-xIYsc3hsavrDKR5ncqFu,2025-10-07 09:13:11.088,0.000067,,,,0,672,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,644,642,,VSC3
gen-1759828389-yZ5cPJV0zd7aCb3bQcOt,2025-10-07 09:13:09.585,0.000069,,,,0,675,5,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,953,953,,VSC3
gen-1759828385-3gLT7JDhVmGjvaAhSIvv,2025-10-07 09:13:05.125,0.012842,,,,0,127193,307,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,3098,2032,,VSC3
gen-1759828382-N7oaJh44UPbCKo107Hai,2025-10-07 09:13:02.415,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1002,1000,,VSC3
gen-1759828338-701BQVi1pMHQ8PCQpFub,2025-10-07 09:12:18.365,0.017966,,,,0,107589,18019,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,40373,15683,,VSC3
gen-1759828317-DuJshcsXHUvHz18T6rke,2025-10-07 09:11:57.872,0.010996,,,,0,107589,593,593,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MALFORMED_FUNCTION_CALL,stop,17928,2466,,VSC3
gen-1759828316-wmer3PQslXYMjigqzjqE,2025-10-07 09:11:56.603,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,887,887,,VSC3
gen-1759828279-K2lfvrVuaC9HGMyHU8fQ,2025-10-07 09:11:19.456,0.014761,,,,0,97525,12522,3259,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,32516,2512,,VSC3
gen-1759828204-3FmJLrjQ73o4yEzpcMs9,2025-10-07 09:10:04.960,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,856,852,,VSC3
gen-1759828203-yV3tJWndmbkIySaw66lE,2025-10-07 09:10:03.224,0.011523,,,,0,97525,4428,4428,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MALFORMED_FUNCTION_CALL,stop,74975,2466,,VSC3
gen-1759828201-GD92a8Yj5ArBdcOcJHik,2025-10-07 09:10:01.417,0.000016,,,,0,89,20,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,620,599,,VSC3
gen-1759827819-zn3XCvGp4sP13o0UZwXR,2025-10-07 09:03:39.081,0.007142,,,,0,71422,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1378,1378,,VSC3
gen-1759827817-vPUS6oWTiTcoPGrPralP,2025-10-07 09:03:37.630,0.000012,,,,0,125,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,692,692,,VSC3
gen-1759827816-MiwYHt72kmeX5kHGkiHb,2025-10-07 09:03:36.735,0.000002,,,,0,18,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,819,819,,VSC3
gen-1759827815-JcDB8t0NrECuKAVtsVIx,2025-10-07 09:03:35.822,0.000007,,,,0,66,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,616,616,,VSC3
gen-1759827814-OAcImXNRBc66xhqnHczE,2025-10-07 09:03:34.647,0.000238,,,,0,2385,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,752,752,,VSC3
gen-1759827813-zESmgbt72t0LkxYK2SHZ,2025-10-07 09:03:33.520,0.000008,,,,0,85,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,894,894,,VSC3
gen-1759827812-A4N0kNuTSgCyBq3NJU4t,2025-10-07 09:03:32.489,0.00001,,,,0,105,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,615,615,,VSC3
gen-1759827811-DnohOl7VmJWJnhvYN3uT,2025-10-07 09:03:31.767,0.000906,,,,0,9064,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1120,1118,,VSC3
gen-1759827810-uGkMCFHm9GIgt1rN5gkk,2025-10-07 09:03:30.197,0.000157,,,,0,1574,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,692,692,,VSC3
gen-1759827809-ugKafCeUN7RgGbPyZwiU,2025-10-07 09:03:29.138,0.000035,,,,0,346,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,637,634,,VSC3
gen-1759827807-RQAGLgggl0HwnPmubBS0,2025-10-07 09:03:27.375,0.001113,,,,0,11135,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,937,937,,VSC3
gen-1759827694-Ug6U9oE3fuxFuEjP2eQQ,2025-10-07 09:01:34.721,0.010268,,,,0,96177,1628,1447,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,7187,2232,,VSC3
gen-1759827693-mc7J0BdwO1PMKnavebDA,2025-10-07 09:01:33.789,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,940,939,,VSC3
gen-1759827673-2PMXBuPJgnPQ2M5fEgtH,2025-10-07 09:01:13.713,0.016474,,,,0,151680,3267,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,13946,2247,,VSC3
gen-1759827664-AUHFyrVRpxxETOru2Yhk,2025-10-07 09:01:04.780,0.017057,,,,0,169510,267,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,4251,3228,,VSC3
gen-1759827663-VvyjXAgiO12U9pX6y4CX,2025-10-07 09:01:03.032,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,699,665,,VSC3
gen-1759827652-HNihdfT9KryOR1MCFNtv,2025-10-07 09:00:52.509,0.014577,,,,0,144602,292,213,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,4331,3385,,VSC3
gen-1759827646-DNVG8bsW2walCxg17b3f,2025-10-07 09:00:45.986,0.01446,,,,0,144602,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MALFORMED_FUNCTION_CALL,stop,4361,4361,,VSC3
gen-1759827644-zDvP0LESztDbYOmsV3zn,2025-10-07 09:00:44.495,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,538,538,,VSC3
gen-1759827642-wwBFPIclPb0di8CFIzPB,2025-10-07 09:00:42.552,0.000016,,,,0,84,21,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,608,593,,VSC3
gen-1759827631-cXSn9NmG1zarTELYqHIY,2025-10-07 09:00:31.072,0.015178,,,,0,141988,2450,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,11571,3159,,VSC3
gen-1759827629-eZs7IdLRpYObi9DY5wcU,2025-10-07 09:00:28.741,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,889,889,,VSC3
gen-1759827626-YxgykYJAmnCmFncRVAUX,2025-10-07 09:00:26.651,0.000016,,,,0,84,21,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,993,899,,VSC3
gen-1759827536-LtUFaQcTf1ccFLzitky8,2025-10-07 08:58:56.288,0.013709,,,,0,136587,127,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2307,1774,,VSC3
gen-1759827535-WLvO97Xml6NuLqzR2LPv,2025-10-07 08:58:55.147,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,642,641,,VSC3
gen-1759827528-CsM5yxCIaY3ouAJpXgsZ,2025-10-07 08:58:48.537,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,939,939,,VSC3
gen-1759827526-bHSAEzsswuk0Yr0ysck9,2025-10-07 08:58:46.789,0.013944,,,,0,136306,785,559,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,5100,2621,,VSC3
gen-1759827516-ERIPkZErvF6dgR110cUc,2025-10-07 08:58:36.303,0.006383,,,,0,53358,2620,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,7849,1417,,VSC3
gen-1759827515-4ZNwTnEYR3H7SIoiO095,2025-10-07 08:58:35.634,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1270,1270,,VSC3
gen-1759827512-HCGPpKeTRnoHLMw5Vk4S,2025-10-07 08:58:32.319,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,660,660,,VSC3
gen-1759827510-glVh6O5foBbxJBEV2Q29,2025-10-07 08:58:30.731,0.004925,,,,0,47936,330,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2197,1154,,VSC3
gen-1759827506-KCrAQWERdGKr2nv8QQqC,2025-10-07 08:58:26.353,0.002484,,,,0,23853,247,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,1472,774,,VSC3
gen-1759827505-wUsTQL16SqL0EWvJ22Du,2025-10-07 08:58:24.970,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,549,546,,VSC3
gen-1759827403-gR802ZXAXPEUV4QWlj28,2025-10-07 08:56:43.451,0.000077,,,,0,731,10,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,948,946,,VSC3
gen-1759827401-Nga3xGYSlIon3AuZdW7e,2025-10-07 08:56:41.238,0.002402,,,,0,23704,79,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,1017,1016,,VSC3
gen-1759827398-EKjDBUr9LYdO8W8Kp2uP,2025-10-07 08:56:38.548,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,871,865,,VSC3
gen-1759827380-CdHO24DraBoycmM81IX1,2025-10-07 08:56:20.444,0.000073,,,,0,723,3,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,873,725,,VSC3
gen-1759827379-gta13aWiqzutVsaNlPyz,2025-10-07 08:56:19.142,0.000073,,,,0,725,3,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,796,770,,VSC3
gen-1759827376-uuaa5CwRh6ISmJSkuvEN,2025-10-07 08:56:16.816,0.002387,,,,0,23597,70,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,1138,1134,,VSC3
gen-1759827375-p8PFYRv5P1uf4MCiN3Hi,2025-10-07 08:56:15.465,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1185,1184,,VSC3
gen-1759827367-3gwPB2Nl9NJ3sSSC2TRO,2025-10-07 08:56:07.942,0.013584,,,,0,133348,624,430,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,5321,3662,,VSC3
gen-1759827366-2Sbn7f6BOxB6vFfGmQlw,2025-10-07 08:56:06.349,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,811,811,,VSC3
gen-1759827364-PKuf44dJX4KWKI4dkiqj,2025-10-07 08:56:04.601,0.000026,,,,0,158,26,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1070,972,,VSC3
gen-1759827343-AUhNMwODfo9W6Ra50G1P,2025-10-07 08:55:43.325,0.008465,,,,0,24036,15154,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,35985,996,,VSC3
gen-1759827341-PYFcJ42J3f6qr5No8cEx,2025-10-07 08:55:41.348,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,779,779,,VSC3
gen-1759827337-zD978V228qEckDF6W1K0,2025-10-07 08:55:37.493,0.002463,,,,0,23778,215,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1823,1823,,VSC3
gen-1759827335-lgAafgKnJjs4kMjzyhwx,2025-10-07 08:55:35.327,0.002387,,,,0,23778,24,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1108,1105,,VSC3
gen-1759827334-6EYuFp3EKozulfgnVcZE,2025-10-07 08:55:34.622,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1142,1142,,VSC3
gen-1759827325-pB2MPKZH0rluxGs5etm7,2025-10-07 08:55:24.977,0.013832,,,,0,132929,1350,1075,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,7761,2924,,VSC3
gen-1759827324-4bXSrgVyIB2jT7apiWeW,2025-10-07 08:55:23.845,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,800,798,,VSC3
gen-1759827317-nUuEbzFkoQXUkfRfwkHc,2025-10-07 08:55:17.846,0.011675,,,,0,116647,27,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1556,1555,,VSC3
gen-1759827315-ZK9nEvLOZ8a5Ft2n6UFs,2025-10-07 08:55:15.954,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,665,665,,VSC3
gen-1759827308-6FNUQqHRrm54IqKjCU33,2025-10-07 08:55:08.395,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,720,718,,VSC3
gen-1759827307-hXvfnw0NZGfouVSw3dAk,2025-10-07 08:55:06.931,0.00942,,,,0,92662,385,333,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,3645,2457,,VSC3
gen-1759827304-xx416JHCc28Spt5kfDUW,2025-10-07 08:55:04.173,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,543,538,,VSC3
gen-1759827302-TA3aarIisH760h4y7zX6,2025-10-07 08:55:02.463,0.002517,,,,0,23739,360,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2260,1238,,VSC3
gen-1759827297-HPS9kQfyD0sS2qoEbYFQ,2025-10-07 08:54:57.328,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,983,983,,VSC3
gen-1759827294-pmaHd4obhIglhPZqGYyp,2025-10-07 08:54:54.879,0.009687,,,,0,92045,1207,971,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,5651,2210,,VSC3
gen-1759827293-KRXU0Lh8LLQfEXqEHx8x,2025-10-07 08:54:53.138,0.000026,,,,0,158,26,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,583,498,,VSC3
gen-1759827235-4CMd7Pmf7btCazKSWIK2,2025-10-07 08:53:55.542,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1092,1092,,VSC3
gen-1759827233-mUKt3LYcHuh9RVacRGaI,2025-10-07 08:53:53.492,0.007705,,,,0,65483,2894,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,8890,1016,,VSC3
gen-1759827223-1GH6EcBreCby3TrONM9s,2025-10-07 08:53:43.515,0.005351,,,,0,47796,1430,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,6083,1531,,VSC3
gen-1759827221-7n6nRC9x9u3mpm6DBl1T,2025-10-07 08:53:41.771,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,868,868,,VSC3
gen-1759827219-4rKdm0R9zJHO79QGDrR0,2025-10-07 08:53:39.410,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,810,810,,VSC3
gen-1759827215-7HKof4m8087YlWqBw9hv,2025-10-07 08:53:35.493,0.002399,,,,0,23950,11,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,896,896,,VSC3
gen-1759827212-xXvrAYwbhWslhZhs2DaF,2025-10-07 08:53:32.193,0.002448,,,,0,23713,192,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,1557,1557,,VSC3
gen-1759827211-9DLgM4Hgj5JQ1ZlriYIR,2025-10-07 08:53:31.289,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,786,786,,VSC3
gen-1759827204-i3sIvDACAcrlHADLCINh,2025-10-07 08:53:24.315,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,752,752,,VSC3
gen-1759827202-MUs3J13zMdrrM57HSFik,2025-10-07 08:53:22.806,0.009572,,,,0,91698,1007,801,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,4664,1791,,VSC3
gen-1759827201-EpKtRxtiKXODIBy4ZXFB,2025-10-07 08:53:21.425,0.000023,,,,0,152,21,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,710,631,,VSC3
gen-1759826574-YqtsYiw7zFMVQMHRkUQC,2025-10-07 08:42:53.974,0.010186,,,,0,90591,2819,1919,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,10630,2524,,VSC3
gen-1759826572-38DtaNBZLgcbsEbvjlPk,2025-10-07 08:42:52.675,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,712,712,,VSC3
gen-1759826571-qJCZmeZBJYgSZY1mAgZQ,2025-10-07 08:42:50.797,0.000022,,,,0,132,22,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,796,727,,VSC3
gen-1759825729-GNq7U7md2ekUuQwdl95Y,2025-10-07 08:28:49.660,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,852,852,,VSC3
gen-1759825728-Bg8HdIxte2GbNoqoUqWe,2025-10-07 08:28:48.127,0.009902,,,,0,87504,2879,2679,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,10178,2252,,VSC3
gen-1759825719-HZNRNMI6OxfB7K5hYrb1,2025-10-07 08:28:39.399,0.009102,,,,0,86666,1089,885,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,4886,2064,,VSC3
gen-1759825717-s8WS1J0W2sbYxnMY6x7o,2025-10-07 08:28:37.783,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,807,807,,VSC3
gen-1759825717-4lzouLHrb3wCXhwjNHeF,2025-10-07 08:28:36.870,0.000091,,,,0,828,22,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,719,689,,VSC3
gen-1759825122-Wo6mzDzfvCrcP8minr3b,2025-10-07 08:18:41.993,0.008651,,,,0,85708,201,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2355,1705,,VSC3
gen-1759825121-tg0nWFeXQuoIR6qCNNMY,2025-10-07 08:18:41.024,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,738,738,,VSC3
gen-1759825117-SQkRPA8J6ZcFyqHooqwG,2025-10-07 08:18:37.287,0.008577,,,,0,85620,39,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,1509,1509,,VSC3
gen-1759825115-Uc7zLKOXMksmMUg1UpXN,2025-10-07 08:18:35.132,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,961,959,,VSC3
gen-1759825108-ORc6Bc26rR0Ubtz5uoBJ,2025-10-07 08:18:28.219,0.013034,,,,0,128051,573,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,3850,1805,,VSC3
gen-1759825106-KxazpukSlvvoIvlCqELB,2025-10-07 08:18:25.985,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,844,838,,VSC3
gen-1759825094-gvFXcnaNvOvfOyMPYX0n,2025-10-07 08:18:14.634,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,733,733,,VSC3
gen-1759825094-C4mafv5sdeQ4sMAX5lbp,2025-10-07 08:18:14.003,0.013492,,,,0,125697,2308,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,9177,1362,,VSC3
gen-1759825085-pIgHPqWA5uMaDK9E3Dch,2025-10-07 08:18:05.030,0.010157,,,,0,98630,735,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,4230,1590,,VSC3
gen-1759825084-lx5SdSFCMy4Yrv44C61P,2025-10-07 08:18:04.251,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1173,1132,,VSC3
gen-1759825079-8SZxDFC6hg38jUgqU9Ee,2025-10-07 08:17:59.466,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,895,895,,VSC3
gen-1759825077-39sDdWD5fV2UxBTdfiLu,2025-10-07 08:17:57.510,0.006974,,,,0,69032,177,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,2004,1472,,VSC3
gen-1759825072-wFO7dWI9SDynvUF15E6t,2025-10-07 08:17:52.069,0.007145,,,,0,68163,824,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,3571,953,,VSC3
gen-1759825070-y4tDvJfyKZRE7ClQGkWR,2025-10-07 08:17:50.630,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,920,920,,VSC3
gen-1759825065-QQtQ6I0QURrhE4rrZbPy,2025-10-07 08:17:45.291,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,974,973,,VSC3
gen-1759825063-eL7TprrY134dHtUamwGG,2025-10-07 08:17:42.993,0.007229,,,,0,66724,1393,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,5132,1189,,VSC3
gen-1759825061-GL1gJb8EFxbYz9WCCC8m,2025-10-07 08:17:41.487,0.000039,,,,0,279,29,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,683,630,,VSC3
gen-1759825030-0X9KT9JmJoaVkToOIvVY,2025-10-07 08:17:10.848,0.006697,,,,0,66619,89,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,1357,1026,,VSC3
gen-1759825029-kVeKkUp3GwTPWuehC5kI,2025-10-07 08:17:09.589,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,972,972,,VSC3
gen-1759825021-8SOBbJrSzBGkUQuiBucv,2025-10-07 08:17:01.458,0.007164,,,,0,64882,1691,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,5902,1255,,VSC3
gen-1759825020-cnZJpuKCsyiELUm85osf,2025-10-07 08:17:00.378,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,971,963,,VSC3
gen-1759825017-4G25Dug2e67mjAa7vXbG,2025-10-07 08:16:57.373,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,675,672,,VSC3
gen-1759825013-cuHL7TFxblU8SFi4m72s,2025-10-07 08:16:53.160,0.003949,,,,0,39448,11,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,747,746,,VSC3
gen-1759825009-TiLT0H0mqjOFMc8eNuS6,2025-10-07 08:16:49.395,0.002369,,,,0,23647,13,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,707,703,,VSC3
gen-1759825008-b7kuCz3uWqTfPCLeEubK,2025-10-07 08:16:48.463,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,556,554,,VSC3
gen-1759825000-hyyeF3LmukX4sMU6hCFW,2025-10-07 08:16:39.933,0.009038,,,,0,84356,1508,917,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,6228,2074,,VSC3
gen-1759824997-O3sTB7Azow2e9Qfq8BEE,2025-10-07 08:16:37.810,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,991,991,,VSC3
gen-1759824990-2ea3iwtftevjIESugtXG,2025-10-07 08:16:30.772,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1106,1103,,VSC3
